RT,Compound Name,CAS#,Formula,Area MI ,Match Score,Sample,Sample
6.4687,Tris(trimethylsilyl)carbamate,1000366-58-2,C10H27NO2Si3,342532,87.7,0.38,1.33
6.4786,2-Hydroxypyridine,142-08-5,C5H5NO,981418,92.2,1.10,3.82
6.8667,Lactic Acid,17596-96-2,C9H22O3Si2,2427172,95.8,2.72,9.44
7.0788,Glycolic acid,33581-77-0,C8H2003Si2,135339,85.3,0.15,0.53
8.0795,Oxalic acid,18294-04-7,C8H1804Si2,25717591,83.9,28.84,100
9.5997,Benzoic Acid,2078-12-8,C10H1402Si,250129,92.7,0.28,0.97
10.0454,Glycerol,6787-10-6,C12H32O3Si3,2201699,94,2.47,8.56
10.0569,"Silanol, trimethyl-, phosphate (3:1)",10497-05-9,C9H27O4PSi3,627612,90.7,0.70,2.44
10.5237,Butanedioic acid,40309-57-7,C10H22O4Si2,249564,83.5,0.28,0.97
12.8596,Pentadecane,629-62-9,C15H32,708546,83.4,0.79,2.76
13.3035,L-5-Oxoproline,30274-77-2,C11H23NO3Si2,183746,87.8,0.21,0.71
18.7899,Palmitic Acid,55520-89-3,C19H4002Si,14588022,99,16.36,56.72
19.5328,Methyl Stearate,112-61-8,C19H3802,8706350,95.2,9.76,33.85
20.0078,Phytol,7541-49-3,C23H48OSi,2294797,93.1,2.57,8.92
20.3289,"9,12-Octadecadienoic acid (Z,Z)-",56259-07-5,C21H4002Si,1934935,81.3,2.17,7.52
20.3971,alpha-Linolenic acid,97844-13-8,C21H38O2Si,1313896,80.3,1.47,5.11
20.4852,"13-Octadecenoic acid, (E)-",1000333-61-7,C21H42O2Si,1035786,83.1,1.16,4.03
20.5782,Stearic acid,18748-91-9,C21H4402Si,8611154,97.9,9.66,33.48
22.0437,Oleamide,1000308-88-0,C21H43NOSi,4398165,94.4,4.93,17.1
22.2539,abietic acid,514-10-3,C23H38O2Si,4344400,93.4,4.87,16.89
23.4538,1-Monopalmitin,1188-74-5,C25H54O4Si2,1290295,82,1.45,5.02
27.2408,1-Octacosanol,959269-04-6,C31H66OSi,6841426,95.4,7.67,26.6
