RT,Compound Name,CAS#,Formula,Area MI,Match Score,Sample,Sample
6.479,2-Hydroxypyridine,142-08-5,C5H5NO,493361,89.8,0.190,1.190
6.867,Lactic Acid,17596-96-2,C9H22O3Si2,3605150,94.4,1.420,8.700
8.079,Oxalic acid,18294-04-7,C8H1804Si2,23994244,83.7,9.440,57.880
8.789,Hydroxylamine,22737-37-7,C6H19NOSi2,119493,83.9,0.050,0.290
9.599,Benzoic Acid,2078-12-8,C10H1402Si,365064,95.1,0.140,0.880
9.793,Octanoic acid,55494-06-9,C11H24O2Si,237915,84.3,0.090,0.570
10.046,Glycerol,6787-10-6,C12H32O3Si3,4187234,94.8,1.650,10.100
10.058,"Silanol, trimethyl-, phosphate (3:1)",10497-05-9,C9H27O4PSi3,615301,90.6,0.240,1.480
13.304,L-5-Oxoproline,30274-77-2,C11H23NO3Si2,186531,85.5,0.070,0.450
13.513,cinnamic acid,140-10-3,C12H16O2Si,273391,83.8,0.110,0.660
14.084,Hexadecane,544-76-3,C16H34,569734,89.2,0.220,1.370
14.500,3-Hydroxybenzoic acid,3782-84-1,C13H22O3Si2,49840,81.6,0.020,0.120
14.714,lauric acid,143-07-7,C15H32O2Si,196632,86.9,0.080,0.470
15.221,Heptadecane,629-78-7,C17H36,522199,84.3,0.210,1.260
16.311,Octadecane,593-45-3,C18H38,17227292,92.5,6.780,41.550
17.315,Nonadecane,629-92-5,C19H40,1165958,87.3,0.460,2.810
17.959,1-hexadecanol,36653-82-4,C19H42OSi,1082282,84.5,0.430,2.610
18.330,Eicosane,112-95-8,C20H42,22383229,92.6,8.810,53.990
18.791,Palmitic Acid,55520-89-3,C19H4002Si,41456760,99.2,16.310,100.000
19.454,HeptadecanoicAcid,506-12-7,C20H42O2Si,518499,84.6,0.200,1.250
19.534,Methyl Stearate,112-61-8,C19H3802,9582936,95.6,3.770,23.120
20.008,Phytol2,7541-49-3,C23H48OSi,5355103,93.3,2.110,12.920
20.329,"9,12-Octadecadienoic acid (Z,Z)-",56259-07-5,C21H4002Si,10908464,84.7,4.290,26.310
20.367,"Oleic, (E)-",96851-47-7,C21H42O2Si,13145015,83.8,5.170,31.710
20.579,Stearic acid,18748-91-9,C21H44O2Si,31235563,98.1,12.290,75.340
21.624,"9-Octadecenamide, (Z)-",301-02-0,C18H35NO,2453704,82.9,0.970,5.920
22.044,Oleamide,1000308-88-0,C21H43NOSi,15638929,93.5,6.150,37.720
22.255,abietic acid,514-10-3,C23H38O2Si,18974336,94.6,7.460,45.770
27.243,1-Octacosanol,959269-04-6,C31H66OSi,27642145,98,10.870,66.680
