RT,Compound Name,CAS#,Formula,Area MI ,Match Score,Sample,Sample
6.4758,Tris(trimethylsilyl)carbamate,1000366-58-2,C10H27NO2Si3,671274,87.90,0.820,5.440
6.4790,2-Hydroxypyridine,142-08-5,C5H5NO,694530,89.80,0.850,5.630
6.8668,Lactic Acid,17596-96-2,C9H2203Si2,1895653,93.80,2.310,15.360
7.0801,Glycolic acid,33581-77-0,C8H2003Si2,181261,81.50,0.220,1.470
8.0738,Oxalic acid,18294-04-7,C8H1804Si2,9793638,83.70,11.920,79.360
9.5986,Benzoic Acid,2078-12-8,C10H1402Si,471445,95.50,0.570,3.820
9.7898,Octanoic acid,55494-06-9,C11H24O2Si,241131,86.70,0.290,1.950
10.0459,Glycerol,6787-10-6,C12H32O3Si3,6026641,95.00,7.330,48.830
10.0584,"Silanol, trimethyl-, phosphate (3:1)",10497-05-9,C9H27O4PSi3,476156,86.50,0.580,3.860
10.5215,Butanedioic acid,40309-57-7,C10H22O4Si2,380974,86.60,0.460,3.090
13.1643,Salicylic acid,3789-85-3,C13H22O3Si2,260318,88.30,0.320,2.110
13.3058,L-5-Oxoproline,30274-77-2,C11H23NO3Si2,340183,84.30,0.410,2.760
13.5134,cinnamic acid,140-10-3,C12H16O2Si,775119,92.40,0.940,6.280
14.4998,3-Hydroxybenzoic acid,3782-84-1,C13H22O3Si2,86370,81.30,0.110,0.700
14.6892,Ecgonine ethyl ester,1000417-19-5,C14H27NO3Si,862346,90.50,1.050,6.990
14.9333,Ecgonine,1000417-19-4,C15H31NO3Si2,2303696,87.60,2.800,18.670
15.7540,L-(-)-Arabitol,1000380-37-6,C20H52O5Si5,285015,92.90,0.350,2.310
16.6720,Protocatechoic acid,2347-40-2,C16H3004Si3,22912,80.10,0.030,0.190
17.2712,quinic acid(S),77-95-2,C22H52O6Si5,179011,84.80,0.220,1.450
17.4133,D-Fructose,56196-14-6,C22H55NO6Si5,1084870,94.30,1.320,8.790
17.5169,D-Fructose,57-48-7,C22H55NO6Si5,479388,90.00,0.580,3.880
17.6848,D-Allose,1000380-19-8,C22H55NO6Si5,2153525,91.10,2.620,17.450
17.8782,D-Allose,1000380-19-7,C22H55NO6Si5,344140,89.20,0.420,2.790
18.0166,D-Mannitol,14317-07-8,C24H6206Si6,588244,93.20,0.720,4.770
18.7899,Palmitic Acid,55520-89-3,C19H4002Si,12341160,98.90,15.020,100.000
19.5329,Methyl Stearate,112-61-8,C19H3802,7972436,95.10,9.700,64.600
20.0087,Phytol2,7541-49-3,C23H480Si,4515479,95.50,5.500,36.590
20.3290,"9,12-Octadecadienoic acid (Z,Z)-",56259-07-5,C21 H4002Si,1735984,83.20,2.110,14.070
20.3963,alpha-Linolenic acid,97844-13-8,C21 H3802Si,3122768,85.00,3.800,25.300
20.5793,Stearic acid,18748-91-9,C21 H4402Si,7402034,97.80,9.010,59.980
20.7514,Cocaine,50-36-2,C17H21N04,3043984,97.30,3.700,24.670
21.2422,"8-Azabicyclo[3.2.1]octane-2-carboxylic acid, 3- (benzoyloxy)-8-methyl-, ethyl ester, [1R-(exo,exo)]-",529-38-4,C18H23N04,193834,84.50,0.240,1.570
21.3351,Benzoylecgonine,864281-94-7,C19H27NO4Si,1891942,91.80,2.300,15.330
22.0411,Oleamide,1000308-88-0,C21 H43NOSi,1893515,89.80,2.300,15.340
22.2533,abietic acid,514-10-3,C23H3802Si,1195636,87.00,1.460,9.690
23.4688,trans-Cinnamoylcocaine,50763-20-7,C19H23N04,718981,81.70,0.880,5.830
27.2395,1-Octacosanol,959269-04-6,C31 H660Si,5537970,95.10,6.740,44.870
