RT,Compound Name,CAS#,Formula,Area MI ,Match Score,Sample,Sample
6.4687,Tris(trimethylsilyl)carbamate,1000366-58-2,C10H27NO2Si3,342532,87.7,0.380,1.330
6.4786,2-Hydroxypyridine,142-08-5,C5H5NO,981418,92.2,1.100,3.820
6.8667,Lactic Acid,17596-96-2,C9H22O3Si2,2427172,95.8,2.720,9.440
7.0788,Glycolic acid,33581-77-0,C8H2003Si2,135339,85.3,0.150,0.530
8.0795,Oxalic acid,18294-04-7,C8H1804Si2,25717591,83.9,28.840,100.000
9.5997,Benzoic Acid,2078-12-8,C10H1402Si,250129,92.7,0.280,0.970
10.0454,Glycerol,6787-10-6,C12H32O3Si3,2201699,94,2.470,8.560
10.0569,"Silanol, trimethyl-, phosphate (3:1)",10497-05-9,C9H27O4PSi3,627612,90.7,0.700,2.440
10.5237,Butanedioic acid,40309-57-7,C10H22O4Si2,249564,83.5,0.280,0.970
12.8596,Pentadecane,629-62-9,C15H32,708546,83.4,0.790,2.760
13.3035,L-5-Oxoproline,30274-77-2,C11H23NO3Si2,183746,87.8,0.210,0.710
18.7899,Palmitic Acid,55520-89-3,C19H4002Si,14588022,99,16.360,56.720
19.5328,Methyl Stearate,112-61-8,C19H3802,8706350,95.2,9.760,33.850
20.0078,Phytol,7541-49-3,C23H48OSi,2294797,93.1,2.570,8.920
20.3289,"9,12-Octadecadienoic acid (Z,Z)-",56259-07-5,C21H4002Si,1934935,81.3,2.170,7.520
20.3971,alpha-Linolenic acid,97844-13-8,C21H38O2Si,1313896,80.3,1.470,5.110
20.4852,"13-Octadecenoic acid, (E)-",1000333-61-7,C21H42O2Si,1035786,83.1,1.160,4.030
20.5782,Stearic acid,18748-91-9,C21H4402Si,8611154,97.9,9.660,33.480
22.0437,Oleamide,1000308-88-0,C21H43NOSi,4398165,94.4,4.930,17.100
22.2539,abietic acid,514-10-3,C23H38O2Si,4344400,93.4,4.870,16.890
23.4538,1-Monopalmitin,1188-74-5,C25H54O4Si2,1290295,82,1.450,5.020
27.2408,1-Octacosanol,959269-04-6,C31H66OSi,6841426,95.4,7.670,26.600
