RT,Compound Name,CAS#,Formula,Area MI,Match Score,Sample,Sample
6.4687,Tris(trimethylsilyl)carbamate,1000366-58-2,C10H27NO2Si3,699196,93.1,0.170,1.180
6.4794,2-Hydroxypyridine,142-08-5,C8H13NOSi,621733,90.8,0.150,1.050
6.8652,Lactic Acid,17596-96-2,C9H2203Si2,6795319,94.9,1.690,11.460
7.0761,Glycolic acid,33581-77-0,C8H2003Si2,2511120,97.5,0.630,4.230
7.5028,L-Alanine,27844-07-1,C9H23NO2Si2,1309315,85.4,0.330,2.210
8.0774,Oxalic acid,18294-04-7,C8H18O4Si2,27256137,82.8,6.790,45.960
8.4373,N-Methyl-L-proline,1000452-77-9,C9H19NO2Si,83248,83.9,0.020,0.140
9.1993,L-Valine,7364-44-5,C11H27NO2Si2,419757,91.8,0.100,0.710
9.5942,Benzoic Acid,2078-12-8,C10H1402Si,4018528,98.3,1.000,6.780
10.0448,Glycerol,6787-10-6,C12H32O3Si3,59303974,95.7,14.770,100.000
10.0615,"Silanol, trimethyl-, phosphate (3:1)",10497-05-9,C9H2704PSi3,442690,83.7,0.110,0.750
10.2427,Niacin,25436-37-7,C9H13NO2Si,107706,91.5,0.030,0.180
10.3067,L-Isoleucine,7483-92-3,C12H29NO2Si2,497882,87.9,0.120,0.840
10.3552,L-Proline,7364-47-8,C11H25NO2Si2,3600344,92.4,0.900,6.070
10.5209,Butanedioic acid,40309-57-7,C10H22O4Si2,514592,87.9,0.130,0.870
10.8381,Glyceric acid,38191-87-6,C12H3004Si3,3110984,97.6,0.770,5.250
12.8900,Malic acid,38166-11-9,C13H3005Si3,1099241,86.8,0.270,1.850
13.1604,Salicylic acid,3789-85-3,C13H22O3Si2,3101682,92.5,0.770,5.230
13.2029,Meso-Erythritol,1000380-15-5,C16H42O4Si4,1149190,91.3,0.290,1.940
13.3023,L-5-Oxoproline,30274-77-2,C11H23NO3Si2,2502920,96.2,0.620,4.220
13.5122,cinnamic acid,140-10-3,C12H16O2Si,2653125,85.2,0.660,4.470
14.5014,3-Hydroxybenzoic acid,3782-84-1,C13H22O3Si2,259624,85.1,0.060,0.440
14.9321,Ecgonine,1000417-19-4,C15H31NO3Si2,5533158,88.4,1.380,9.330
15.7528,L-(-)-Arabitol,1000380-37-6,C20H52O5Si5,1637089,96.6,0.410,2.760
16.4261,2-Keto-l-gluconic acid,1000059-82-4,C21HSO07Si5,7864711,91.1,1.960,13.260
17.2698,quinic acid(S),77-95-2,C22H52O6Si5,29855234,92.3,7.440,50.340
17.4116,D-Fructose,56196-14-6,C22H55NO6Si5,39785723,97.4,9.910,67.090
17.5095,D-Fructose,57-48-7,C22H55NO6Si5,22623731,92.1,5.640,38.150
17.5586,D-Allose,1000380-19-8,C22H55NO6Si5,1833872,87.4,0.460,3.090
17.6843,D-Allose,1000380-19-8,C22H55NO6Si5,43669307,92.6,10.880,73.640
17.8496,4-Coumaric acid,10517-30-3,C15H24O3Si2,183868,82.0,0.050,0.310
17.8759,D-Allose,1000380-19-7,C22H55NO6Si5,6984643,91.4,1.740,11.780
18.0143,D-Mannitol,14317-07-8,C24H6206Si6,1239986,92.8,0.310,2.090
18.7877,Palmitic Acid,55520-89-3,C19H4002Si,21974841,99.3,5.470,37.050
19.5302,Methyl Stearate,112-61-8,C19H3802,8479371,94.9,2.110,14.300
19.5490,Myo-Inositol,2582-79-8,C24H6006Si6,1065830,94.7,0.270,1.800
20.0065,Phytol2,7541-49-3,C23H480Si,13815372,95.2,3.440,23.300
20.3271,"9,12-Octadecadienoic acid (Z,Z)-",56259-07-5,C21H4002Si,3411292,85.5,0.850,5.750
20.3947,alpha-Linolenic acid,97844-13-8,C21H38O2Si,11507711,89.2,2.870,19.400
20.5771,Stearic acid,18748-91-9,C21H44O2Si,9533039,98.1,2.370,16.070
20.7496,Cocaine,50-36-2,C17H21N04,23213488,98.8,5.780,39.140
21.2413,"8-Azabicyclo[3.2.1]octane-2-carboxylic acid, 3- (benzoyloxy)-8-methyl-, ethyl ester, [1R-(exo,exo)]-",529-38-4,C18H23N04,3539368,93.1,0.880,5.970
21.3321,Benzoylecgonine,864281-94-7,C19H27NO4Si,3750080,94.0,0.930,6.320
22.0404,Oleamide,1000308-88-0,C21H43NOSi,4176273,92.0,1.040,7.040
23.4513,1-Monopalmitin,1188-74-5,C25H5404Si2,1259475,85.1,0.310,2.120
23.4677,trans-Cinnamoylcocaine,50763-20-7,C19H23N04,9308507,95.7,2.320,15.700
27.2389,1-Octacosanol,959269-04-6,C31H66OSi,3161853,86.5,0.790,5.330
